t_s,pos_err_m,cum_err_m
514392.70301658876,52494056.67104415,85623692664.78148
514992.70301658876,49502751.758718595,85673195416.54019
515592.70301658876,47302621.29453487,85720498037.83473
516192.70301658876,46116857.168904364,85766614895.00363
516792.70301658876,46051772.97814452,85812666667.98178
517392.70301658876,47058393.796574235,85859725061.77835
517992.70301658876,48947218.09598248,85908672279.87433
518592.70301658876,51444746.16613925,85960117026.04047
519192.70301658876,54256525.257361725,86014373551.29782
519792.70301658876,57110879.43514273,86071484430.73297
520392.70301658876,59777595.396679446,86131262026.12965
520992.70301658876,62072309.68898595,86193334335.81863
521592.70301658876,63854478.1757091,86257188813.99434
522192.70301658876,65022351.91793379,86322211165.91228
522792.70301658876,65509167.176182166,86387720333.08846
523392.70301658876,65280153.76756649,86453000486.85602
523992.70301658876,64329718.79432507,86517330205.65034
524592.7030165887,62680593.11779368,86580010798.76814
525192.7030165887,60383314.77192816,86640394113.54007
525792.7030165887,57516315.79675753,86697910429.33682
526392.7030165887,54188328.08288523,86752098757.41971
526992.7030165887,50541170.61044319,86802639928.03015
527592.7030165887,46754071.45465161,86849393999.4848
528192.7030165887,43049512.82330082,86892443512.3081
528792.7030165887,39693611.8635415,86932137124.17165
529392.7030165887,36983375.39672872,86969120499.56837
529992.7030165887,35205457.97211649,87004325957.5405
530592.7030165887,34558093.497876324,87038884051.03838
531192.7030165887,35071655.0082443,87073955706.04662
531792.7030165887,36589711.102411136,87110545417.14903
532392.7030165887,38829713.25672134,87149375130.40575
532992.7030165887,41473787.85604296,87190848918.2618
533592.7030165887,44231725.69664101,87235080643.95844
534192.7030165887,46864950.93176084,87281945594.8902
534792.7030165887,49188875.82504712,87331134470.71524
535392.7030165887,51065812.53080276,87382200283.24605
535992.7030165887,52396693.84062736,87434596977.08667
536592.7030165887,53115829.98020412,87487712807.06688
537192.7030165887,53185410.24132178,87540898217.3082
537792.7030165887,52591900.97119082,87593490118.27939
538392.7030165887,51345192.326656744,87644835310.60605
538992.7030165887,49475701.31236072,87694311011.91841
539592.7030165887,47033978.67072048,87741344990.58913
540192.7030165887,44091756.45400242,87785436747.04314
540792.7030165887,40742070.99222629,87826178818.03537
541392.7030165887,37103301.77161131,87863282119.80698
541992.7030165887,33325998.34494757,87896608118.15192
542592.7030165887,29602482.667051014,87926210600.81897
543192.7030165887,26181987.22822419,87952392588.0472
543792.7030165887,23378260.660088554,87975770848.70729
544392.7030165887,21538031.919257127,87997308880.62654
544992.7030165887,20928221.466906622,88018237102.09344
545592.7030165887,21574190.28914816,88039811292.3826
546192.7030165887,23224253.24657024,88063035545.62917
546792.7030165887,25497536.21544803,88088533081.84462
547392.7030165887,28037201.339928385,88116570283.18456
547992.7030165887,30569723.83532285,88147140007.01988
548592.7030165887,32902828.318303075,88180042835.33818
549192.7030165887,34903728.35322564,88214946563.6914
549792.7030165887,36482882.388731115,88251429446.08014
550392.7030165887,37583570.9529602,88289013017.0331
550992.7030165887,38172466.54748235,88327185483.58058
551592.7030165887,38236368.728990234,88365421852.30957
552192.7030165887,37779134.861240536,88403200987.1708
552792.7030165887,36817251.55714035,88440018238.72795
553392.7030165887,35380379.27239624,88475398618.00035
553992.7030165887,33508427.71346742,88508907045.71382
554592.7030165887,31248241.235772487,88540155286.9496
555192.7030165887,28655794.19051179,88568811081.1401
555792.7030165887,25791780.50040894,88594602861.64052
