t_s,pos_err_m,cum_err_m
628740.0,77018049.24843594,933414348425.4559
628800.0,77206923.63865773,933491555349.0946
628860.0,77388816.89318693,933568944165.9878
628920.0,77563600.7871577,933646507766.7749
628980.0,77731307.33703189,933724239074.1119
629040.0,77891876.36485274,933802130950.4768
629100.0,78045188.35546963,933880176138.8323
629160.0,78191185.69191433,933958367324.5242
629220.0,78329885.24493243,934036697209.769
629280.0,78461240.3821887,934115158450.1512
629340.0,78585117.05241261,934193743567.2036
629400.0,78701527.75681245,934272445094.9604
629460.0,78810474.33137178,934351255569.2919
629520.0,78911923.6280204,934430167492.9199
629580.0,79005727.2493195,934509173220.1692
629640.0,79091967.3396244,934588265187.5088
629700.0,79170630.8820922,934667435818.3909
629760.0,79241680.12621813,934746677498.5171
629820.0,79305006.82750079,934825982505.3446
629880.0,79360708.07394882,934905343213.4186
629940.0,79408774.3281083,934984751987.7467
630000.0,79449153.50031666,935064201141.2471
630060.0,79481807.1762403,935143682948.4233
630120.0,79506817.59122576,935223189766.0145
630180.0,79524188.79299617,935302713954.8075
630240.0,79533854.71167307,935382247809.5192
630300.0,79535846.37540394,935461783655.8945
630360.0,79530231.51467171,935541313887.4092
630420.0,79517027.89367753,935620830915.3029
630480.0,79496155.89034697,935700327071.1932
630540.0,79467715.59584942,935779794786.7891
630600.0,79431760.65371735,935859226547.4427
630660.0,79388320.53533994,935938614867.9781
630720.0,79337309.12843612,936017952177.1066
630780.0,79278888.65005453,936097231065.7566
630840.0,79213101.33199738,936176444167.0886
630900.0,79139963.39380476,936255584130.4824
630960.0,79059458.34839368,936334643588.8308
631020.0,78971734.62390006,936413615323.4547
631080.0,78876848.77726753,936492492172.2319
631140.0,78774804.35241751,936571266976.5844
631200.0,78665654.19016469,936649932630.7745
631260.0,78549533.50246988,936728482164.277
631320.0,78426513.47773582,936806908677.7548
631380.0,78296585.6144997,936885205263.3693
631440.0,78159871.79895104,936963365135.1682
631500.0,78016494.65694767,937041381629.8252
631560.0,77866540.35460661,937119248170.1798
631620.0,77709989.01996203,937196958159.1998
631680.0,77547031.3202535,937274505190.5201
631740.0,77377777.97285849,937351882968.493
631800.0,77202316.71616884,937429085285.2092
631860.0,77020658.36909226,937506105943.5784
631920.0,76833020.78060308,937582938964.359
631980.0,76639517.25553013,937659578481.6145
632040.0,76440224.75263037,937736018706.3672
632100.0,76235223.76396993,937812253930.1311
632160.0,76024720.83168466,937888278650.9628
632220.0,75808845.3262806,937964087496.2891
632280.0,75587664.14727315,938039675160.4363
632340.0,75361327.23299068,938115036487.6693
632400.0,75130030.53859073,938190166518.2079
632460.0,74893919.89756244,938265060438.1055
632520.0,74653052.84265083,938339713490.9481
632580.0,74407648.51652151,938414121139.4646
632640.0,74157892.9714884,938488279032.436
632700.0,73903948.85784592,938562182981.2938
632760.0,73645864.96467784,938635828846.2585
632820.0,73383929.35616334,938709212775.6147
632880.0,73118318.78229159,938782331094.3971
632940.0,72849188.24783458,938855180282.6449
633000.0,72576652.47858958,938927756935.1235
633060.0,72300993.9137901,939000057929.0374
633120.0,72022405.18154284,939072080334.2189
633180.0,71741032.72274414,939143821366.9417
633240.0,71457060.59868355,939215278427.5403
633300.0,71170762.02001694,939286449189.5603
633360.0,70882346.74820006,939357331536.3085
633420.0,70591952.79056321,939427923489.099
